name,sku,price,stars,link,image_url,reviews,seller,category,description 
 Classic Low Wedge Buckle Ladies Sandals Women Shoes-Black,FA203SH130DSENAFAMZ,"4,940 - ₦ 5,200",5.0,https://www.jumia.com.ng/fashion-classic-low-wedge-buckle-ladies-sandals-women-shoes-black-49822556.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/65/522894/1.jpg?1234,1,jumia,fashion,"	Color:shining black leather	Clear	Clean	Classy	Trendy	Affordable	Pls note for a perfect fit, we ship one size higher, eg if you order for size 39 we ship size 40 etc	Specifications	SKU: FA203SH130DSENAFAMZ	Fastening: Buckle	Heel Type: Wedge	Shoe type [P]: Wedges	Color: Black	Main Material: Leather	Product Line: prestige stores	Weight (kg): 0.3"
"Hp HS04 Notebook Battery For Pavilion 14 And 15 Series 15-AF075N And 240 G4, 246 G4, 250 G4, 255 G4, 256 G4",HP246EL06GRLLNAFAMZ,"9,900",2.7,https://www.jumia.com.ng/hs04-notebook-battery-for-pavilion-14-and-15-series-15-af075n-and-240-g4-246-g4-250-g4-255-g4-256-g4-hp-mpg121443.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/859961/1.jpg?7446,23,jumia,computing,	Voltage:14.8 Volts	Battery Type: Li-ion	Cell Origin	Color: Black	Capacity: 5200mAh	Number of Cells:6	Specifications	SKU: HP246EL06GRLLNAFAMZ	Color: Black	Model: HP HS04 Notebook Battery	Production Country: China	Product Line: Amas Ventures Inc	Weight (kg): 1
"Oukitel C16 5.71-Inch (2GB, 16GB ROM) Android 9.0 (8MP + 2MP) + 5MP 3G Smartphone EU - Black",OU517MT0VU0GVNAFAMZ,"24,310",3.7,https://www.jumia.com.ng/oukitel-c16-5.71-inch-2gb-16gb-rom-android-9.0-8mp-2mp-5mp-3g-smartphone-eu-black-38386435.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/53/468383/1.jpg?1738,23,jumia,phones and tablets,"	Display: 5.71 inch	CPU: MT6580P Quad Core	System: Android 9.0	RAM + ROM: 2GB RAM 16GB ROM	Camera: 8.0MP + 2.0MP back camera and 5.0MP front camera	Sensor: Proximity Sensor, Gravity Sensor, Ambient Light Sensor,	SIM Card: Nano SIM + Nano SIM	Feature: GPS, Beidou	What’s in the box	Cell Phone: 1	Packing Box: 1	Power Adapter: 1	SIM Needle: 1	USB Cable: 1	User Manual: 1"
Yuechao Powerful Dolphin Mini G Spot Vibrator Sex Toy For Pros & Beginners. Small Bullet Clitoral Stimulation Adult Sex Toys For Women Sex.SEE VIDEO BELOW!,YU094OT139DI7NAFAMZ,"2,200",4.0,https://www.jumia.com.ng/yuechao-powerful-dolphin-mini-g-spot-vibrator-sex-toy-for-pros-beginners.-small-bullet-clitoral-stimulation-adult-sex-toys-for-women-sex.see-video-below-13424956.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/65/942431/1.jpg?1362,29,jumia,health and beauty,	Powerful mini G-spot vibrator	·         Great for beginners thanks to its mini proportions	·         Curved tip for targeted stimulation of your G-spot	·         Strong single speed vibrations - simply twist the base to unleash	·         Smooth tip makes it suitable for clitoral stimulation as well!	What’s in the box	1 X  Powerful Mini G Spot Vibrator  Sex Toy For Pros & Beginners.  Small Bullet Clitoral Stimulation  Adult Sex Toys For Women Sex.
Hp 953 Magenta Ink Cartridge - F6U13AE BGX,HP246EL1LFDZUNAFAMZ,"9,400",5.0,https://www.jumia.com.ng/hp-953-magenta-ink-cartridge-f6u13ae-bgx-9065469.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/96/45609/1.jpg?6934,3,jumia,computing,"	Color(s) of printing supplies Magenta	Ink drop 7 pl	Ink types Pigment-based	Page yield (color)~700 pages	Specifications	SKU: HP246EL1LFDZUNAFAMZ	Color: Magenta	Model: F6U13AE BGX	Product Line: Office ""R"" Us Ltd	Size (L x W x H cm): 11.4 x 12.6 x 2.5	Weight (kg): 0.05"
 2 In 1 Iced Rhinestone Men Women Wrist Watch-Rose Gold,FA203AC047WOMNAFAMZ,"4,700",4.0,https://www.jumia.com.ng/fashion-2-in-1-iced-rhinestone-men-women-wrist-watch-rose-gold-41478070.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/07/087414/1.jpg?6167,4,jumia,fashion,	Case Material- Alloy	Movement- Quartz	Dial Display- Analog	Case Shape- Round	Band Material Type- Stainless Steel	Specifications	SKU: FA203AC047WOMNAFAMZ	Color: rose gold	Main Material: Stainless Steel	Product Line: prestige stores	Weight (kg): 0.1
Snowsea Chest Deep Freezer BD 380- Silver,SN356HL0IIC5FNAFAMZ,"105,900",4.6,https://www.jumia.com.ng/snowsea-chest-deep-freezer-bd-380-silver-34688013.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/31/088643/1.jpg?7999,5,jumia,home and office,	Fast freezing mode	Low energy consumption	2 years warranty	What’s in the box	Food basket	Key	Manual papers	warranty documents
 Bluetooth Headset Charging TWS5.0 Power Display Earsbus,BR209MT1JWU7UNAFAMZ,"7,125",4.5,https://www.jumia.com.ng/bluetooth-headset-charging-tws5.0-power-display-earsbus-dg-mpg1240840.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/93/911034/1.jpg?5398,15,jumia,phones and tablets,"			feature:	1. With charging box 1500mah, can be used, can charge mobile phone	2. After taking out the power box and turning on the power, it can be paired automatically.	3. Wireless stereo, separate left and right channels, two ears can be used separately	4. Listen to the correct songs, support songs and calls,	5. Remind the phone number, the last callback, all intelligent Chinese and English voice prompts, boot, pairing, the phone will be low voice prompts when shutting down;	6. The power capacity will be displayed on your Iphone. You can check the power status at any time without worrying about using electricity, so that your life has no worries;	7. One-to-one connection, you can connect two mobile phones at the same time	After turning off the Bluetooth headset and then connecting the phone, turning on the Bluetooth headset will automatically reconnect the phone, which is more convenient;	9. Smart Compatibility: Supports all Bluetooth phones, tablets, notebooks, sings, QQ music, movies, etc.	Headphone parameters	What’s in the box	2 x mini Bluetooth Headphones(left and right earphones,can be used seperately) 1 x Charging case 1 x USB Charging Cable 1 x User Manual"
Omag Cosmetics Dark Knuckles Hands And Feet Oil,OM326HB03GUZSNAFAMZ,"2,700",3.3,https://www.jumia.com.ng/omag-cosmetics-dark-knuckles-hands-and-feet-oil-21552850.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/825512/1.jpg?5388,6,jumia,health and beauty,	Evens out dark areas	No side effects	Specifications	SKU: OM326HB03GUZSNAFAMZ	Skin Type: All Skin Types	Product Line: Omag enterprise	Weight (kg): 0.1
 USB Hub 4 Port USB Hub High Speed Multi Splitter 2.0 Hub,GE779EL0KIKOLNAFAMZ,"4,000",4.3,https://www.jumia.com.ng/generic-usb-hub-4-port-usb-hub-high-speed-multi-splitter-2.0-hub-33985443.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/458933/1.jpg?0700,4,jumia,computing,"	1.Compliant with High Speed USB 2.0 & 1.12.Size: Approx.7.2 X 3.5 X 1.1cm(L X W X H)	3.Connection Split/Duplication: 1 : 4	4. 4 ports hub, high speed up to 480 Mbps	5.Supports Windows 8, Windows 7, Windows Vista, Windows XP and Mac OS	6. Very portable	What’s in the box		1 × 4 Ports High Speed Mini USB 2.0 Hub, colour in Black"
 you can hear what the artists really want you to hear, Coldplay or Linkin Park concert played in your ear	2. Ultra-long operation and carefree calling from Bluetooth 4.1: With robust high speed CPU of Bluetooth 4.1 operating system, comes with ultra-long using of 40 hours music, 45 hours talk and 1625 hours (approximately 67 days) standby time, the same battery, decrease up to 40% power consumption compare to Bluetooth 4.0. Acoustic echo cancellation and noise reduction effectively reduce ambient noise while talking, make far-end listener cannot hear what you said become history, just like talking face to face	3. Customized function: Audio Sharing allows you to connect to another H headphone via an audio cable, share music feast with your friends instantly (recommended to use headphones with impedance of 32? or higher) Simultaneously connect two Bluetooth devices, connects with your phone and tablet seamlessly, listen to music or enjoy foreign blockbusters, do as you think about it	4. Simulated human skin texture, Hardness Polished plastic housing is durable, delicate touch silky, in normal use will not be contaminated with any dust particles, and always maintain a sense of bright, you can feel free to imagine the music feast	5.Comfortable wearing: Custom fit supra-aural soft earmuffs, artificial protein leather of earmuffs simulated to human skin texture, ensure long lasting comfort in various rugged circumstances	6. A variety of functions: You can also use the memory card for music playback, easy to use.	7. Convenience: Just a plug with audio cable(*buy separately), then listen to your favorite tracks without using any battery, no matter how long is your playlist.	What’s in the box	1 x Earphone , 1 x Cable ,1 x User Manual"
 3-leaf Brushless Inverter Motor Battery Mini Ceiling Fan,GE779HL1D9RQQNAFAMZ,"4,238",3.8,https://www.jumia.com.ng/generic-3-leaf-brushless-inverter-motor-battery-mini-ceiling-fan-24075728.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/82/757042/1.jpg?2613,5,jumia,home and office,"	Brand:Unbranded/Generic,	MPN:Does not apply,	Material:Plastic,	Function:For Cooling Only,	Color:White	What’s in the box	1 x DC12V 5W Brushless Converter Motor Ceiling Fan"
Gionee M7 Power 6 Inch 4GB RAM 64GB ROM 13MP+8MP Hybrid Dual SIM Android 7.1 4G LTE Smartphone 5000mAh-Black,GI790MT031PE6NAFAMZ,"46,490",4.4,https://www.jumia.com.ng/gionee-m7-power-6-inch-4gb-ram-64gb-rom-13mp8mp-hybrid-dual-sim-android-7.1-4g-lte-smartphone-5000mah-black-41481150.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/118414/1.jpg?9789,8,jumia,phones and tablets,"	-Factory system kernel:Android 7.1	-CPU model:Qualcomm Yuelong 435 (MSM8940)	-CPU frequency：1.4GHz	-RAM capacity：4GB	-ROM capacity：64GB	-Storage card:MicroSD card	-Extended capacity:256GB	-Battery capacity:5000mAh	-Main Screen Size：6 Inch	-Rear camera:13 million pixels	-Front camera:8,000,000 pixels	-Sensor type:CMOS	-Flash:LED fill light	-Video shooting:1080p (1920×1080, 30 frames/sec) video recording	-4G network:Mobile TD-LTE, China Unicom TD-LTE, China Unicom FDD-LTE, Telecom TD-LTE, Telecom FDD-LTE	-3G network:Unicom 3G (WCDMA), Mobile 3G (TD-SCDMA), Telecom (CDMA2000) Unicom 2G/Mobile 2G (GSM)	-SIM card type:Dual SIM, Micro SIM card	What’s in the box	-Host x1	-Data line x1	-Headset x1	-Charger x1	-Card pin x1	-User's manual"
Kenwood Multipro Compact FDP303WH,KE824HL04NOV9NAFAMZ,"36,020",4.7,https://www.jumia.com.ng/multipro-compact-fdp303wh-kenwood-mpg214350.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/07/823781/1.jpg?5888,3,jumia,home and office,"	2.1 litre Bowl Capacity	1.2 litre Liquidiser	Dual Drive System	800W motor	2speed plus pulse	Coarse grate plate	Slice disc  plates	BPA free	Dough hook, Whipping tool, Spatula, Citrus press,	Dishwasher safe	Safety interlock & Cord storage.	6 Months waranty	Specifications	SKU: KE824HL04NOV9NAFAMZ	Area of Use: Kitchen	Style: Modern	Color: White	Main Material: Plastic	Model: FDP303	Product Line: Vine's Best Price	Size (L x W x H cm): 20L X 19W X 36.5H	Weight (kg): 2.3"
Swidu Classic 2 In 1 Luxury Brand Men Women Unisex Gold-plated Watch & Gold-plated Bracelet,SW058AC1CNXWQNAFAMZ,"2,970",3.2,https://www.jumia.com.ng/swidu-classic-2-in-1-luxury-brand-men-women-unisex-gold-plated-watch-gold-plated-bracelet-20683718.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/738602/1.jpg?1414,118,jumia,fashion,	100% New with tag and high quality;	Bracelet Studded	Day Display and  Minutes / Seconds	Comes With Bracelet Band		Fantastic Casual Wrist Watch	What’s in the box	1 x Watch	1 x  Bracelet
 Double SHELF Layered DVD Decoder Wall Mount Hanger,GE779EL01UQSYNAFAMZ,"4,800",4.8,https://www.jumia.com.ng/double-shelf-layered-dvd-decoder-wall-mount-hanger-generic-mpg1212014.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/03/114034/1.jpg?2807,4,jumia,electronics,	Sleek design	Two Tier Glass Shelves	Double Black Tempered Glass Shelves	Packing size: 56 x 29 x 3.8cm	Weight Support: 30kg	Glass thickness: 7mm	Specifications	SKU: GE779EL01UQSYNAFAMZ	Color: multicolour	Model: WALL SHELF	Product Line: nvc electronics	Weight (kg): 5
Bio Claire Scars/Stretch Marks & Ageing Sking Oil,BI119HB0DZ3TLNAFAMZ,"1,400",3.4,https://www.jumia.com.ng/scarsstretch-marks-ageing-sking-oil-bio-claire-mpg132083.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/23/472921/1.jpg?9406,5,jumia,health and beauty,	● Fades away scars.	● Reduces stretch marks.	● Improves uneven skin tone.	● Improves dehydrated skin.	● Effective for rejuvenating ageing skin.	Specifications	SKU: BI119HB0DZ3TLNAFAMZ	Skin Type: All Skin Types	Product Line: Kings and Queen Store	Weight (kg): 0.06
 Display Port To HDMI Adapter,GE779EA1B5C7SNAFAMZ,"4,000",4.2,https://www.jumia.com.ng/display-port-to-hdmi-adapter-black-universal-mpg65990.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/191064/1.jpg?3646,20,jumia,computing,"	1. Support DisplayPort v1.1, HDMI V1.3b.	2. Support the conversion of DisplayPort signal to HDMI signal.	3. Support 20pin's DisplayPort interface.	4. Support 8 - bit and 10 - bit color depth.	5. Support up to 10.8Gbps video bandwidth.	What’s in the box		1 x Display Port Male to HDMI Female Converter"
 Red And White Bedsheet With Pillow Cases,GE779HL1E7J94NAFAMZ,"2,700 - ₦ 5,000",4.5,https://www.jumia.com.ng/generic-red-and-white-bedsheet-with-pillow-cases-44323348.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/332344/1.jpg?6205,4,jumia,home and office,	● Premium Cotton Quality	● Soft Feel	● Hand Wash & Machine Wash	● The color does not wash off	● Available in different sizes	● Condition: New	What’s in the box	◆ Bedsheet◆ Pillow Cases
SanDisk 16GB Micro SDHC Memory Card + Adapter,SA949EL00N6DTNAFAMZ,"2,250",4.1,https://www.jumia.com.ng/sandisk-16gb-micro-sdhc-memory-card-adapter-16318010.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/081361/1.jpg?3506,493,jumia,phones and tablets,	Capacity: 16GB	Type: MicroSDHC	Class 4	Temperature proof	Waterproof	Specifications	SKU: SA949EL00N6DTNAFAMZ	Color: black	Main Material: plastic	Model: 16gb	Product Line: Macro Office	Weight (kg): 0.1
 Smoke Detector Hidden Camera Video Recorder Motion Detector,GE779EL0T2VIONAFAMZ,"3,980",3.5,https://www.jumia.com.ng/generic-smoke-detector-hidden-camera-video-recorder-motion-detector-42034884.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/843024/1.jpg?0012,4,jumia,electronics,"	1.Type: Smoke Detector Hidden Camera,Smoke detector appearance.	2.Motion detector recording.	3.Support photographed function	4.Support 32G（max） TF card	5.Not a real smoke detector video or voice recorder.	6.Smoke detector appearance, not a real smoke detector.	What’s in the box	1 x Smoke Detector Hidden Camera 1 x Remote Controller 1 x USB Cable 1 x English User Manual"
"Chrysolite Designs 27 Polo & Cap Bundle - Wine, Wine",CH870AA1F4AW2NAFAMZ,"3,240",4.0,https://www.jumia.com.ng/chrysolite-designs-27-polo-cap-bundle-wine-wine-45116858.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/861154/1.jpg?0527,450,jumia,fashion,"	Perfect Fit	Accurate Measurement	Neat sewing	Luxury Styled	Short Sleeve	Cotton Material	Wine Cap	What’s in the box	27 Polo & Cap Bundle  - Wine, Wine"
Hemani Tea Tree Oil - 2pcs,HE589HB0SOASNNAFAMZ,"1,895",4.8,https://www.jumia.com.ng/tea-tree-oil-2pcs-hemani-mpg1209916.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/162983/1.jpg?0417,8,jumia,health and beauty,	Antibacterial	Reduces acne and dandruff	Fungicide	Hair Care	Antiseptic	Specifications	SKU: HE589HB0SOASNNAFAMZ	Hair Type: All Hair Types	Skin Type: All Skin Types	Production Country: Pakistan	Product Line: Nature Essence	Weight (kg): 0.1
 Super Hot T8 Multi-functional Laptop Table With Cooling Fan,GE779EA0HBH0YNAFAMZ,"8,500",3.6,https://www.jumia.com.ng/super-hot-t8-multi-functional-laptop-table-with-cooling-fan-generic-mpg345243.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/088754/1.jpg?4833,8,jumia,computing,"	Made of Aluminum Alloy + Abs	360 Degree Foldable Soft Joints	Designed with Ventilation Hole and Mouse Pad	Ultra Light Weight. Specifically Design to be Compact, Portable and Light Weight, so you can Carry it around with one hand	Flexible and Maneuverable. Can be adjusted to your Favourite Positions.	It is Multifunctional. It can be used on Bed, Sofa, Table, Carpet, Lawn.	It can also be used as Laptop Desk, Writing Desk, Sketchpad, Dinning Table, Flower Stand, etc	What’s in the box	T8 table"
Scanfrost 1.5HP Split Air Conditioner With Wave Technology SFACS12M,SC034HL07UOYWNAFAMZ,"121,000",4.5,https://www.jumia.com.ng/scanfrost-1.5hp-split-air-conditioner-with-wave-technology-sfacs12m-25398131.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/189352/1.jpg?7434,11,jumia,home and office,	Type: 1.5HP	Copper Coil Condenser	Auto Restart Function	Low Voltage Compatibility	Louvre Position Memory	Turbo Mode	2 Years Warranty + 1 Year Additional on Compressor	What’s in the box	Product ManualRemote Control
Dstv Explorer Remote,DS317EL1LZ80YNAFAMZ,"3,500",3.5,https://www.jumia.com.ng/dstv-explorer-remote-dstv-mpg269549.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/381474/1.jpg?2786,2,jumia,electronics,	Supports multiple modes	Can be programmed to control other audio/visual equipment	Designed to fit your hand	Raised buttons and varied textures for ease of use	Specifications	SKU: DS317EL1LZ80YNAFAMZ	Color: Black	Main Material: Plastic	Product Line: Taiken1	Weight (kg): 0.1
"Samsung Galaxy A70 Smartphone 6.7"" Infinity U 6GB 128GB Snapdragon 675 Octa Core 4500mAh Fast Charging NFC Mobile Phone",SA948MP098KHKNAFAMZ,"115,000",5.0,https://www.jumia.com.ng/samsung-galaxy-a70-smartphone-6.7-infinity-u-6gb-128gb-snapdragon-675-octa-core-4500mah-fast-charging-nfc-mobile-phone-44361551.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/15/516344/1.jpg?8889,1,jumia,phones and tablets,"	CPU ---------- Snapdragon 675 Octa Core	Screen ------- 6.7''  1080x2400 Water Drop Screen	RAM ROM --  6GB   128GB	Camera ------32MP+5MP + 8MP  Rear Camera, 32MP Front Camera	Battery ------ 4500mAh super fast charging	OS -----------  Android ,  Official Multi Language	Other -------- WIFI, Bluetooth , GPS, NFC	Network --- Dual SIM Dual Standby (Nano)	2G: GSM850, GSM900, DCS1800, PCS1900 3G: WCDMA B1(2100), B2(1900), B5(850), B8(900)	4G: FDD LTE B1(2100), B3(1800), B5(850), B7(2600), B8(900), B20(800);	TDD LTE   B38(2600), B40(2300), B41(2500)	Specifications	SKU: SA948MP098KHKNAFAMZ	Color: White	Model: A70	Weight (kg): 0.5"
 100% Cotton 12 Pieces Of Mens Boxer-Colour /Pattern (Varies),FA203AA0CO7SSNAFAMZ,"4,859",2.8,https://www.jumia.com.ng/fashion-100-cotton-12-pieces-of-mens-boxer-colour-pattern-varies-44258212.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/285244/1.jpg?2247,129,jumia,fashion,	100% cotton	Durable elastic waist boxer	Straight hemline	Breathable fabric	Machine wash	Specifications	SKU: FA203AA0CO7SSNAFAMZ	Color: Colour /brand (Varies)	Main Material: cotton	Product Line: fmt imternational	Weight (kg): 0.3
Oraxin Weight Gain Syrup - 200ml,OR173HB0NOUQONAFAMZ,"2,699",4.1,https://www.jumia.com.ng/weight-gain-syrup-200ml-oraxin-mpg153063.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/790752/1.jpg?3527,18,jumia,health and beauty,	Healthy Weight Gain	Fasten recovery	Enhances curves in ladies	What’s in the box	200ml syrup
 Mosquito Net Tent (Foldable) 4X6 Bed,GE779HL0GDFY5NAFAMZ,"4,700",3.7,https://www.jumia.com.ng/mosquito-net-tent-foldable-4x6-bed-generic-mpg343516.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/501053/1.jpg?6426,24,jumia,home and office,"	4ftx6ft  and 5 x 6 ftBeds	Material: Terelyne Mesh Yarn	Foldable, lightweight and easy to carry	Durable	Easy to assemble and disassemble	What’s in the box	Foldable mosquito net"
 Mouse Mechanical Gaming USB Macro Wired Mouse Professional,GE779EA1A1NPYNAFAMZ,"3,430",5.0,https://www.jumia.com.ng/generic-mouse-mechanical-gaming-usb-macro-wired-mouse-professional-43793377.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/77/339734/1.jpg?4491,1,jumia,computing,"	Interface: USB	Buttons: Buttons 7	Max DPI: 4000 DPI	Adjustable Resolution: 4 Gear	- USB plug and play.	- With colorful LED breathing light design.	- Support macro programming, cooler and stronger in gaming.	What’s in the box	1 x Mechanical Mouse"
 Men Suede Loafers Moccasins Casual Fashion Shoes -Black,FA203SH1HQLN5NAFAMZ,"1,990",4.0,https://www.jumia.com.ng/fashion-men-suede-loafers-moccasins-casual-fashion-shoes-black-35706209.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/260753/1.jpg?9480,171,jumia,fashion,	Colour: Black	Material: Suede	Slip-On	Comfortable Soles	Light and allows free movement	Fit:Please follow the size table	What’s in the box	1 X SHOES
"Itel A16 Plus 5.0"" Screen Android 8.1 Go Edition, 1GB RAM + 8GB ROM, 5MP+2MP, 2050mAh Dual SIM 3G - Black With Free Case",IT724MT0JHCP6NAFAMZ,"17,490",4.3,https://www.jumia.com.ng/a16-plus-5.0-screen-android-8.1-go-edition-1gb-ram-8gb-rom-5mp2mp-2050mah-dual-sim-3g-black-with-free-case-itel-mpg1208534.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/722314/1.jpg?9021,35,jumia,phones and tablets,	Android™ 8.1 (Go edition)	5.0“ Screen	1GB RAM/ 8GB ROM	Quad-Core 1.3GHz	Rear Camera 5MP/ Front Camera 2MP	2050mAh Battery	Display	Screen Size: 5
Pkcell CR2032 Lithium Battery Coin Cell 3V - A Pack Of 5 Pieces,PK776EL00084BNAFAMZ,"3,500",5.0,https://www.jumia.com.ng/pkcell-cr2032-lithium-battery-coin-cell-3v-a-pack-of-5-pieces-32501000.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/010523/1.jpg?8210,2,jumia,electronics,"	Genuine Pkcell Packaging with date code on each blister, Not Counterfeit	Lightweight, High Voltage and High Energy Density	Excellent Discharge Characteristics	Outstanding Temperature Characteristics	Excellent Long-Term Reliability	Specifications	SKU: PK776EL00084BNAFAMZ	Color: Silver	Model: CR2032	Product Line: Seven Seven and Eight Resources	Weight (kg): 0.6"
Arm & Hammer TOTAL CARE Professional Baking Soda Toothpaste - 125g,AR880HB1AMRMVNAFAMZ,"1,600",4.4,https://www.jumia.com.ng/arm-hammer-total-care-professional-baking-soda-toothpaste-125g-38542387.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/78/324583/1.jpg?2509,8,jumia,health and beauty,"	Genuine Arm & Hammer Brand	Baking Soda Gently Cleans & Protects Against Cavities		Neutralises Odour (Bad Breath)	Controls Tartar, Fights Plaque & Whitens	Fluoride Cavity Protection	125g Tube	What’s in the box	Arm & hammer teeth Whitening paste"
"Nokia 4.2, 5.71 Inches (3GB RAM, 32GB ROM) Android 9.0, (13MP+2MP)+ 8MP 3000mAh 4G LTE Smartphone - Black",NO891MT02QCYTNAFAMZ,"37,999",4.0,https://www.jumia.com.ng/nokia-4.2-5.71-inches-3gb-ram-32gb-rom-android-9.0-13mp2mp-8mp-3000mah-4g-lte-smartphone-black-39098540.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/589093/1.jpg?7521,12,jumia,phones and tablets,"	Display: 5.71 inch	CPU: Snapdragon 439 Octa Core	System: Android 9 Pie	RAM + ROM: 3GB RAM 32GB ROM	Camera: 13.0MP + 2.0MP back camera and 8.0MP front camera	Sensor: Ambient Light Sensor, Proximity Sensor, Accelerometer, Face recognition, Fingerprint Sensor, NFC	SIM Card: Nano SIM + Nano SIM	Feature: GPS, Glonass, Beidou, Galileo	Bluetooth: 4.2	What’s in the box	Cell Phone: 1		Screen type: Capacitive,Multi-Touch,IPS,LCD	Charger: 1	USB Cable: 1	User Manual: 1"
 Cellphone Smartphone Portable Mini Omni-Directional Mic,GE779EL012AG9NAFAMZ,"1,856",4.5,https://www.jumia.com.ng/generic-cellphone-smartphone-portable-mini-omni-directional-mic-37468710.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/786473/1.jpg?2168,2,jumia,electronics,"	high sensitivity & omni-directional sounds output. ""Plug and play"" design, quite convenient to use, perfect for audio and video recording.	high sensitivity & omni-directional sounds output. ""Plug and play"" design, quite convenient to use, perfect for audio and video recording.	high sensitivity & omni-directional sounds output. ""Plug and play"" design, quite convenient to use, perfect for audio and video recording.	high sensitivity & omni-directional sounds output. ""Plug and play"" design, quite convenient to use, perfect for audio and video recording.	high sensitivity & omni-directional sounds output. ""Plug and play"" design, quite convenient to use, perfect for audio and video recording.	high sensitivity & omni-directional sounds output. ""Plug and play"" design, quite convenient to use, perfect for audio and video recording.	Specifications	SKU: GE779EL012AG9NAFAMZ	Color: naturla	Main Material: N/A	Size (L x W x H cm): 14.00×3.00×2.00	Weight (kg): 0.02"
Comfast Wireless Network Adapter + Bluetooth Adapter - 600Mbps,CO314EL16PXMANAFAMZ,"7,500",5.0,https://www.jumia.com.ng/comfast-wireless-network-adapter-bluetooth-adapter-600mbps-24835717.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/753842/1.jpg?2062,1,jumia,computing,"	Specification:		1. Brand: Comfast	2. Model: CF-WU910A	3. Function: Wireless Network Adapter + Bluetooth Adapter	4. Connector: USB 2.0	5. Chip: RTL8821CU	6. Antenna: 2.4GHz: Internal 2dBi Anternna, 5.8GHz: External 3dBi Antenna	7. RF Frequency: 2.4-2.4835GHz / 5.180-5.825Ghz (Dual Band)	Bluetooth 2.1/4.2 CHO-78	8. Wireless Standard:  IEEE 802.11n / IEEE 802.11b / IEEE 802.11g / IEEE 802.11 a / IEEE 802.11 ac	9. Transfer Rate:	Wireless: 11b: 1/2/5.5/11Mbps; 11g: 6/ 9/12/18/24/36/48/54Mbps; 11n: 150Mbps; 11ac: 433Mbps	Bluetooth: 1Mbps for Basic Rate, 2.3Mbps for Enhanced Data Rate	10. Encryption: WPA-PSK / WPA2-PSK; WPA / WPA2; WEP	11. Dimension: 190*47*10mm	12. Supported Systems: WiFi: Windows7/8/8.1/10 ; Bluetooth: Windows7/8/8.1/10	Specifications	SKU: CO314EL16PXMANAFAMZ	Weight (kg): 0.5"
