name,sku,price,stars,link,image_url,reviews,seller,category,description
Mtn 4G Wi-Fi: 4G LTE Pocket Size Mobile Internet Hotspot Router - White,MT393MP0AVA6MNAFAMZ,"11,500",5.0,https://www.jumia.com.ng/mtn-4g-wi-fi-4g-lte-pocket-size-mobile-internet-hotspot-router-white-49655281.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/18/255694/1.jpg?4566,2,jumia,computing,"	4G LTE	·       3G UMTS	·       2G GSM	·       Wi-Fi: 802.11b/g/n, 2.4GHz	·       2000mAh Li-Ion Battery	·       NetWork LTE TDD Band40 FDD Band5/Band26	·       Data Rate FDD: DL/UL 150Mbps/50Mbps ; TDD: DL/UL 110Mbps/11Mbps	Specifications	SKU: MT393MP0AVA6MNAFAMZ	Color: White	Model: ZTE MF927U	Product Line: MTN	Weight (kg): 0.3"
 Men's Hoodies Men's Fashion Printed Men's Shirt,FA203AA15UKSJNAFAMZ,"1,710",4.0,https://www.jumia.com.ng/fashion-mens-hoodies-mens-fashion-printed-mens-shirt-38809207.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/290883/1.jpg?9585,4,jumia,fashion,	Material: Cotton	Colour: Black	Detail: Long sleeve	Eye-catching Print	Fit: Smart	Style: Casual	What’s in the box	1*Hoodies
LG AUD 675 LHD 5.1 Ch.Bluetooth DVD Home Theatre System Sound Tower,LG835EL004IL3NAFAMZ,"174,000",4.4,https://www.jumia.com.ng/lg-aud-675-lhd-5.1-ch.bluetooth-dvd-home-theatre-system-sound-tower-lg-mpg150512.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/210711/1.jpg?8647,8,jumia,electronics,	1000w 5.1 ch. Home theater system	Dual subwoofers	DVD and CD playback	Up-scaling of dvd discs up to 1080p	Bluetooth audio streaming & stand-by	Specifications	SKU: LG835EL004IL3NAFAMZ	Color: Black	Model: AUD 675 LHD	Product Line: Godson Trust Ltd	Weight (kg): 40
Samsung Galaxy S4 I9507V 4G Smartphone 5.0'' 2600mAh FHD 13MP+2MP 2GB+16GB Mobile Phone-White,SA948MT1BX3KYNAFAMZ,"23,090",3.9,https://www.jumia.com.ng/samsung-galaxy-s4-i9507v-4g-smartphone-5.0-2600mah-fhd-13mp2mp-2gb16gb-mobile-phone-white-24268408.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/80/486242/1.jpg?9016,48,jumia,phones and tablets,"	Size:5.0 Inch	Screen Resolution:1920 × 1080 pixels FHD	RAM：2GB	ROM：16GB	Battery：2600mAh	Rear camera:13MP	Front camera:2MP	What’s in the box	1*Lithium battery,	1* manual,	1*charger,	1*data cable,	1*earphone"
A&S 5 in 1 Electric Facial Cleaner - Face Care Brush Massager,3607165,"2,350",5,https://www.konga.com/product/aands-5-in-1-electric-facial-cleaner-face-care-brush-massager-3607165,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/5/-/5-in-1-Electric-Facial-Cleaner---Face-Care-Brush-Massager-7953525.jpg",1,konga,health and beauty,"Reduce wrinkles.	Remove black spots.	Remove acne.	Body slimming.	Soft Nylon Brush:Clean up all the scurf clings on skin,no harm to skin,could be used with facial cleanser,hand-washing cream etc.	Latex Sponge: Rubdown the skin,boost the metabolism of skin,make skin to be much more elastic and lithe.	Natural Polishing Stone: Improve skin texture.	Crude Polishing Stone:Rip off tough skin.	Color: Show as in the picture.	Material: Plastic	Battery: 2 AA batteries (not included)"
"Nova 3 In 1 Hair Straightener,Curler And Professional Hair Dryer.",NO345HB0G7IV0NAFAMZ,"2,880",4.0,https://www.jumia.com.ng/nova-3-in-1-hair-straightenercurler-and-professional-hair-dryer.-29842272.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/224892/1.jpg?0936,143,jumia,health and beauty,	HAIR DRYER: Comfortable and nice outer design	Easy to handle	Dual function switch	Power cord length	Professional hair dryer	Durable multi‎-step switch	Specifications	SKU: NO345HB0G7IV0NAFAMZ	Skin Type: All Skin Types	Color: N/A	Main Material: Steel + plastic	Model: N/A	Product Line: SLENDOUR	Weight (kg): 1
 Men Suede Loafers Moccasins Fashion Shoes -Black,FA203SH0FT2OXNAFAMZ,"1,990",4.2,https://www.jumia.com.ng/fashion-men-suede-loafers-moccasins-fashion-shoes-black-35705562.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/26/550753/1.jpg?9307,156,jumia,fashion,	Material: Suede	Slip-On	Comfortable Soles	Light and allows free movement	Fit:Please follow the size table	What’s in the box	1 X SHOES
SOELIX 1600VA Automatic Voltage Regulator,SO217EL14OGRWNAFAMZ,"10,560",4.7,https://www.jumia.com.ng/soelix-1600va-automatic-voltage-regulator-42162386.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/68/326124/1.jpg?5981,34,jumia,electronics,"	Capacity: 1600VA	Input:105-280Vac	Output: 230Vac	Output precision: -/+10%	Protection: high voltage, low voltage, short circuit, overheat,overload	Smart delay with automatic restart function after overload	Input: 1.35M cable with BS plug	Output: 1*S03 universal socket	Optional function with extra cost :	110 output	5VDC 1A USB charger	Specifications	SKU: SO217EL14OGRWNAFAMZ	Color: Multi	Model: SAVR-1600	Product Line: Somotex Nigeria Ltd	Weight (kg): 5.5"
 A6S Mini TWS Twins True-Wireless In-Ear BT5.0 Earphones,GE779EL19NPOWNAFAMZ,"4,330",4.2,https://www.jumia.com.ng/a6s-mini-tws-twins-true-wireless-in-ear-bt5.0-earphones-generic-mpg1204381.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/689104/1.jpg?1563,135,jumia,computing,"	Comfortable to wear even for a long time.	Let you enjoy the superior sound quality.	Support binaural communication, deep noise reduction function.	BT 5.0, faster and more stable.	IPX4 waterproof and dustproof, single and double ears are free to wear.	Automatically pair, on after taking out from the box.	Specifications	SKU: GE779EL19NPOWNAFAMZ	Color: Black	Main Material: N/A	Weight (kg): 0.08"
"Tecno Camon 12 Pro - Dawn Blue 6.35 Inch, 3500mah 6gb Ram + 64gb Rom.16 + 8 + 2 Megapixel",4484404,"62,830",5,https://www.konga.com/product/tecno-camon-12-pro-dawn-blue-6-35-inch-3500mah-6gb-ram-64gb-rom-16-8-2-megapixel-4484404,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/T/U/118566_1570026262.jpg",1,konga,phones and tablets,"Tecno Camon 12 Pro is currently the highest varient of all camon series launched in September, 2019. While the device is the direct successor of last year’s , it also brings in the interesting in-screen fingerprint scanner seen in the recent . But the 12 Pro borrows much more from the 9, than just in-display fingerprint.	For starters, it has same AMOLED 6.35-inch U-shaped notch display, with HD+ display (720 x 1600 pixels). Sadly, it also loaned itself same 3500mAh battery on the P9, instead of the larger 4000mAh battery used on it siblings ( and )."
"Oukitel C16 Pro 5.72"" 3GB 32GB 4G 8MP+2MP 2600mAh Fingerprint EU - Purple",OU517MT1997HZNAFAMZ,"26,830",4.2,https://www.jumia.com.ng/oukitel-c16-pro-5.72-3gb-32gb-4g-8mp2mp-2600mah-fingerprint-eu-purple-34321067.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/012343/1.jpg?1919,44,jumia,phones and tablets,	Type: 4G Smartphone	RAM: 3GB RAM	ROM: 32GB	Screen size: 5.72 inch	Back camera: 8MP+2MP dual rear camera	Front camera: 5MP front camera	Battery Capacity (mAh): 2600mAh	What’s in the box	Cell Phone: 1	Packing Box: 1	Power Adapter: 1	SIM Needle: 1	USB Cable: 1	User Manual: 1
Microsoft Office 365 Professional Plus 2019 - 5 Users - Windows Or Mac,4414110,"3,999",5,https://www.konga.com/product/microsoft-office-365-professional-plus-2019-5-users-windows-or-mac-4414110,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/J/I/152324_1564674895.jpg",1,konga,computing,"Microsoft Office Professional Plus 2019 Is 100% Genuine Key. (Only Product Key And Download Link!!! )	Activate Both 32 Bit And 64 Bit Version.	Support All Languages Version.	Support Microsoft Online Update.	One Key For One Computer, When You Reinstall The Operating Systems Or Application Software In The Same Computer, You Can Use Same Key To Activate Again.	One Key Five Pc  Lifetime, You Dont Need To Renew Every Year	delivery & Guarantee:	Offer Full Refund Guarantee If Office Professional Plus 2019 Product Key Do Not Work.	Microsoft Office Professional Plus 2019 Key Will Be Sent Email Within 24 Hours.	Office 2019 System Requirements	surprisingly, Office 2019 Will Not Support Windows 7/8.1 And Is Readily Available For Windows 10 And Macos. Here Are Few Other System Requirements To Upgrade To Office 2019.	– Intel Processor	– 4gb Ram	– 10gb Of Free Hard Disk Space	– 1280 X 800 Screen Resolution	– Operating System: Windows 10 Or Windows Server 2019		key Is For Use On 5 Pc	no Cd/Dvd"
Djack 3.1 Heavy Duty Bluetooth Sub Woofer System - DJ-D3L,2954281,"15,000",5,https://www.konga.com/product/djack-3-1-heavy-duty-bluetooth-sub-woofer-system-dj-d3l-2954281,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/3/-/3-1-Heavy-Duty-Bluetooth-Sub-Woofer-System---DJ-D3L-7586951_1.jpg",1,konga,electronics,"Bluetooth function.	Speaker-K3M	On/Off Power Switch	USB & SD Input(MP3 Player)	Three Small Speaker	Drive Units: 6.5""*1+3""*3;6.5""=35W;3""=5W With FM	Dimensions: 442(L)x373(W)x387(H)MM	Inpedance: 8 ohms	Total Output Power: 45W	Frequency Response: 38HZ-20KHZ	Distortion: 0.3% at 1W	S/N: >70db	Separation: >4	Colour: Black	Has remote."
Solstar 1.5hp Asi/asu 12F Ss Split Air Condition+installation Kit,4246457,"89,500",5,https://www.konga.com/product/solstar-solstar-1-5hp-asi-asu-12f-ss-split-air-condition-installation-kit-4246457,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/A/O/118566_1553520472.jpg",5,konga,home and office,"SOLSTAR, a leading home appliances & consumer electronics brand from Singapore. Solstar 1.0 HP Split Air Conditioner (With Piping Kit & Copper Condenser) is built to offer you the ultimate convenience you need in your home, office, conference, banquet halls and other places.You get fresh air that is sure to make you feel cool and comfortable.	Key Features:	ASI/ASU 12F SS	F Series Split Aircon	Horsepower: 1.5HP	Auto Restart	Copper Condenser	Sleep Mode Active Carbon Filter	Auto Level Swing	Energy Savings	Power supply 160-250V~ 50Hz, Single Phase	Cooling Capacity 3200W	Cooling Input Power 1250W	Cooling Rated Current 5.7A	EER 2.56W/W	Max. Input Consumption 1600W	Max Current 9A	Starting Current 29A	Compressor Type Rotary	Indoor Air Flow 550 m³/h	Indoor Noise Level 32-40 dB(A)	Refrigerant type R22/510g"
 Men Suede Loafers Moccasins Casual Fashion Shoes -Black,FA203SH1HQLN5NAFAMZ,"1,990",4.0,https://www.jumia.com.ng/fashion-men-suede-loafers-moccasins-casual-fashion-shoes-black-35706209.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/260753/1.jpg?9480,169,jumia,fashion,	Colour: Black	Material: Suede	Slip-On	Comfortable Soles	Light and allows free movement	Fit:Please follow the size table	What’s in the box	1 X SHOES
 Men Hair Trimmer Clipper Haircut Kit Rechargeable Portable,GE779HB0C79UXNAFAMZ,"1,270",3.9,https://www.jumia.com.ng/generic-men-hair-trimmer-clipper-haircut-kit-rechargeable-portable-16749402.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/20/494761/1.jpg?6542,62,jumia,health and beauty,"	Specification:	Voltage: 110~240V	Frequency: 50/60Hz	Charing time: 8 hours	Using time: 30 minutes	Battery type: 1 x Ni-Cd 600mAh battery	What’s in the box	Package content:	1 x Hair clipper	1 x Power cord	1 x Limited comb	1 x Cleaning brush	1 x User manual（English）	Pack in bubble bag, no box"
"UMIDIGI A5 Pro FHD Fingerprint Smartphone 6.3"" Android 9.0 4GB+32GB - Space Grey",UM742MT0FYYBKNAFAMZ,"46,990",4.3,https://www.jumia.com.ng/umidigi-a5-pro-fhd-fingerprint-smartphone-6.3-android-9.0-4gb32gb-space-grey-42052862.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/26/825024/1.jpg?8620,139,jumia,phones and tablets,	Model: A5 Pro	RAM: 4GB	ROM: 32GB	Battery: 4150mAh (Typ)	Fast Charging : 10W	Dimensions: 156 x 5.9 x 8.2 mm	Weight: 203g	What’s in the box	1x Phone	1x Screen Protector (pre-applied)	1x Phone Case	1x Micro USB Cable	1x Power Adapter	1x SIM Tray Ejector	1x Quick Start Guide
Zealot H1 Wireless Bluetooth Sports Earphones Neckband Headset In-ear Headphones Earbuds Earpiece For Sports Running Gym Exercise Multiple Functions,ZE551EL0JXL54NAFAMZ,"7,680",4.3,https://www.jumia.com.ng/zealot-h1-wireless-bluetooth-sports-earphones-neckband-headset-in-ear-headphones-earbuds-earpiece-for-sports-running-gym-exercise-multiple-functions-25797433.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/479752/1.jpg?7960,36,jumia,electronics,	◆Standby time: 300 hours	◆Music time: about 8hrs	◆Charging time: 1 - 2 hrs	◆Bluetooth range: 8m	◆Noise cancellation: CVC6.0	◆Color: black	◆Size: 170 x 140 x 27 mm	◆Weight: 55.2g	Specifications	SKU: ZE551EL0JXL54NAFAMZ	Color: Black	Model: H1	Product Line: Golden Ifexx	Size (L x W x H cm): (LxWxH) 19 x 19 x 8 cm	Weight (kg): 264
One Drop Perfumes SPZ Oil Perfumes - 3ml X 12pcs,ON069PF09BGLCNAFAMZ,"3,000",4.0,https://www.jumia.com.ng/one-drop-perfumes-spz-oil-perfumes-3ml-x-12pcs-46215651.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/15/651264/1.jpg?9213,17,jumia,health and beauty,	Sweet fragrance	Masculine fragrance	Feminine fragrance	Flower fragrance	Long lasting	What’s in the box	12 bottles of 3ml oil perfumes in a pack
 Night Driving SunGlasses Anti Glare Vision Driver Safety,FA203AC08RR00NAFAMZ,"1,060",3.4,https://www.jumia.com.ng/fashion-night-driving-sunglasses-anti-glare-vision-driver-safety-23613741.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/731632/1.jpg?9512,78,jumia,fashion,"	Technical Specifications: Frame	Material:Plastic : Polycarbonate Eye wear	Type:Sunglasses	Item Type: Eyewear Department	Name: Adult	Gender:Men Lens	Height: 37mm Lens	Width: 67mm	Leg length:135mm	Optical Attribute: Anti-Reflective, UV400 Usage	Scope:Fashion Driving,Outdoor	Color: Yellow Gender: unisex	What’s in the box	null"
Airtel Airtel 4G LTE MiFi WiFi Internet Router HotSpot,AI290EL0EPQEJNAFAMZ,"9,900",4.2,https://www.jumia.com.ng/airtel-4g-lte-mifi-wifi-internet-router-vida-mpg1221285.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/715243/1.jpg?3333,154,jumia,computing,"	4G LTE Router with Wi-Fi can connect up to 10 devices: Tablets, PC, Mobile & Smart Phones, Notebooks etc	Enjoy FREE Browsing of 4GB Bonus if you insert a new Airtel Sim	Enjoy Double Data for the first 3 months (for new Airtel Sim)	Long Lasting 3000mAh battery (up to 12 hours).	Support Wi-Fi 2.4GHz	Battery Voltage: 3.7 V	Support Multiple Users at the same time.	Specifications	SKU: AI290EL0EPQEJNAFAMZ	Color: White	Main Material: N/A	Model: VIDA M2	Product Line: ANDER Stores	Weight (kg): 0.2"
